Course	Title		Min Credits	Description	CourseType1	CourseType2
GERMN*325	German Culture	4	0	A comprehensive introduction to the historical,, political, social, and intellectual background of, German-speaking countries. Various types of, compositions are used to practice language, context. Special emphasis is placed on selected, grammatical and linguistic concepts. May be, repeated for credit. Prerequisite: GERMN 220., Distribution Requirements: HE, IP.	HE	IP
GERMN*350	Topics in German Literature	4	0	An introduction to texts from a variety of genres, and different time periods. The course is, designed to familiarize students with fictional, literature and its critical evaluation. Emphasis, is on modern developments (since 1750). May be, repeated for credit. Prerequisite: GERMN 305., Distribution Requirements: HE, IP.	HE	IP
GERMN*360	Topics in German Culture	4	0	An in-depth study of one area of German culture., Topics may include the position of women in, society, the Holocaust, the connection of, personal and national identity, the outsider in, literature, the European Union. May be repeated, for credit. Prerequisite: GERMN 305. Distribution, Requirements: HE, IP.	HE	IP
GERMN*370	Creative Writing in German	2	0	A study of the craft of writing in German., Emphasis is on the creative use of German to, develop vocabulary, improve individual style, and, compose short prose texts. Prerequisite:, Permission of instructor. Credit: Two semester, hours. Course may be repeated for credit by, majors. Distribution Requirements: IP, ME.	ME	IP
GERMN*440	Seminar in Literature	4	0	In-depth study and discussion of texts within a, theoretical framework. Emphasis is on the, cultural, political, and historical context. The, course examines a number of selected issues in, literary theory. Individual research projects may, be presented. Course may be repeated for credit, by majors. Prerequisite: Permission of the, instructor. Distribution Requirements: HE, IP.	HE	IP
GERMN*529	Internship	1	4	Academic study completed in support of an, internship experience with a partner institution., An Allegheny faculty member assigns and evaluates, the academic work done by the student. Credit:, One to four semester hours. Prerequisite:, permission of instructor.		
GERMN*580	Junior/Senior Seminar	4	0	Seminar, including lectures, oral reports and, discussion. May be repeated for credit.		
GERMN*590	Independent Study	1	4	An independent study or research experience. The, student independently pursues a topic or project, of interest with guidance from a faculty member., Students meet one-on-one with the faculty mentor, on a regular basis and also complete independent, readings, laboratory work, or comparable, activities. Credit: One to four semester credit, hours. Prerequisite: Permission of the instructor.		
GERMN*592	Student Teaching	2	4	A field experience in education during which, students work with teachers and students in, elementary or secondary schools. Relevant, readings, as well as discussions with the, instructor and the supervising teacher, provide, the background and context for the fieldwork., Students are required to keep a reflective, journal and to complete a culminating project, based on their experiences in the classroom., Offered on the Credit/No Credit basis only., Credit: Two to four semester credit hours., Prerequisite: Permission of the instructor.		
GERMN*600	Senior Project I	2	0	Preparation of a Senior Project proposal. A, thesis statement, a short description of the, project and a bibliography have to be developed., Taken on a Credit/No Credit basis only. Credit:, Two semester hours.		
